step,enhanced_speed,cadence,grade,enhanced_altitude,max_heart_rate_perct,power
587,31.4388,91,0,12,0.7742,2.15
588,31.4136,91,0,12,0.7742,1.875
589,31.3308,91,0,12,0.7742,1.7375
590,31.2192,91,0,12,0.7742,1.7
591,30.5172,91,0,12,0.7742,1.7375
592,30.5712,87,0,12,0.7742,1.9625
593,30.6792,87,0,12,0.7742,2.225
594,30.7764,89,0,12.2,0.7689,2.2125
595,30.888,91,0,12.2,0.7689,2.05
596,30.8448,91,0,12.2,0.7689,2.0625
597,30.9492,91,0,12.2,0.7689,2.125
598,31.0104,91,0,12.2,0.7689,2.2625
599,31.0284,91,0,12.2,0.7689,2.3125
600,31.014,91,0,12,0.7689,2.125
601,30.4992,89,0,12,0.7689,1.95
602,30.4596,87,0,12,0.7689,1.7875
603,30.5388,87,0,12,0.7689,1.7875
604,30.636,86,0,12,0.7689,2.375
605,32.6124,83,0,11.8,0.7689,3.7375
606,35.1972,88,0,11.8,0.7689,5.8875
607,35.9136,91,0,11.8,0.7689,7.2625
608,35.496,86,0,11.8,0.7689,5.8625
609,34.8336,74,0,12,0.7742,3.0125
610,34.1964,84,0,12,0.7794,0.425
611,34.2144,87,0,12,0.7794,1.2125
612,33.5376,87,0,12,0.7847,1.8625
613,33.6636,87,0,12,0.7847,2.175
614,33.3324,87,0,12,0.79,2.175
615,33.372,87,0,12,0.79,2.0625
616,33.4404,87,0,12,0.7952,2.175
617,33.3648,87,0,12,0.7952,2.3125
618,33.336,87,0,12,0.7952,2.325
619,33.3252,87,0,12,0.8005,2.325
620,33.2892,87,0,12,0.8005,2.15
621,33.264,87,0,12,0.7952,2.225
622,33.2604,87,0,12,0.7952,2.3375
623,33.3072,87,0,12,0.79,2.4
624,33.3432,87,0,12,0.79,2.3375
625,33.3468,87,0,12,0.79,2.25
626,33.3,87,0,12,0.79,2.2375
627,32.9184,86,0,12,0.79,2.25
628,33.0372,85,0,11.8,0.7952,2.2125
629,33.0048,87,0,11.8,0.7952,2.125
630,32.6412,86,0,12,0.7952,2.125
631,32.6196,83,0,12,0.7952,2.125
632,32.5872,83,0,12,0.7952,2.1875
633,32.6088,83,0,12,0.7952,2.2875
634,32.4756,83,0,12,0.7952,2.2875
635,32.3244,83,0,12,0.7952,2.275
636,31.8276,83,0,12.2,0.7952,2.3875
637,31.8744,83,0,12.2,0.8005,2.525
638,32.238,83,0,12,0.8005,2.525
639,32.3136,83,0,12,0.8058,2.425
640,32.6124,83,0,12,0.8058,2.325
641,32.67,83,0,12,0.8058,2.3
642,32.778,85,0,12,0.8058,2.2625
643,32.796,87,0,11.8,0.8058,2.3125
644,32.922,86,0,11.8,0.8058,2.375
645,32.8608,83,0,11.8,0.8058,2.2125
646,32.9076,87,0,11.6,0.8058,2.0625
647,32.8464,85,0,11.6,0.8058,2.05
648,32.76,83,0,11.6,0.8058,2.15
649,32.4756,83,0,11.8,0.8058,2.125
650,32.454,83,0,11.6,0.8058,2.1125
651,32.4504,83,0,11.6,0.8058,2.325
652,32.3388,83,0,11.6,0.8058,2.375
653,32.004,83,0,11.6,0.8058,2.3875
654,32.0076,83,0,11.8,0.8058,2.3875
655,32.0832,83,0,11.8,0.8058,2.6
656,32.2056,83,0,11.8,0.8058,2.775
657,32.2812,83,0,11.8,0.8058,2.8
658,32.3352,83,0,11.8,0.8058,2.7875
659,32.3352,83,0,12,0.8058,2.65
660,31.8132,83,0,11.8,0.8058,2.525
661,32.1516,83,0,11.8,0.8058,2.425
662,32.1228,83,0,11.8,0.8058,2.3
663,32.058,83,0,11.8,0.8058,2.2375
664,32.0796,83,0,11.8,0.8058,2.2125
665,31.644,83,0,11.8,0.8058,2.1375
666,31.7268,83,0,11.8,0.8058,2.05
667,31.7268,83,0,11.8,0.8058,2
668,31.7664,83,0,11.8,0.8005,2.0375
669,31.8564,83,0,11.8,0.8005,2.2875
670,31.9464,83,0,11.8,0.7952,2.45
671,32.022,83,0,11.8,0.7952,2.4875
672,32.1192,83,0,11.8,0.7952,2.525
673,32.22,83,0,11.8,0.79,2.375
674,32.2848,83,0,11.8,0.79,2.2875
675,32.292,83,0,11.8,0.79,2.2875
676,31.7844,83,0,11.8,0.79,2.2875
677,31.7484,83,0,11.8,0.79,2.2875
678,32.2632,83,0,11.8,0.79,2.325
679,32.2272,83,0,11.8,0.79,2.275
680,32.1516,83,0,11.6,0.79,2.275
681,32.0688,83,0,11.8,0.79,2.275
682,32.0328,83,0,11.6,0.79,2.2125
683,31.932,83,0,11.8,0.7952,2.2
684,31.8564,83,0,11.8,0.7952,2.25
685,31.8384,83,0,11.8,0.7952,2.3625
686,31.788,83,0,11.8,0.7952,2.4
687,31.6944,83,0,12,0.7952,2.3375
688,31.5972,80,0,12,0.7952,2.275
689,31.5252,82,0,11.8,0.7952,2.35
690,31.4244,83,0,11.8,0.7952,2.4125
691,31.374,81,0,12,0.7952,2.3625
692,30.744,80,0,12,0.7952,2.2625
693,31.5,80,0,12,0.79,2.275
694,31.5504,83,0,12,0.79,2.3625
695,31.5216,83,0,12,0.79,2.4625
696,31.4532,80,0,12,0.79,2.3625
697,31.1076,80,0,12,0.7952,2.0125
698,31.1184,80,0,12,0.7952,1.9875
699,31.0716,80,0,12,0.7952,2.1
700,30.9852,80,0,12,0.79,2.275
701,31.014,80,0,12,0.7847,2.425
702,31.0788,80,0,12.2,0.7847,2.425
703,31.0824,80,0,12.2,0.7847,2.4125
704,31.4892,80,0,12.2,0.7847,2.4625
705,31.1904,80,0,12.2,0.7847,2.5
706,31.2336,80,0,12.2,0.7847,2.3875
707,31.2552,80,0,12.2,0.7847,2.175
708,31.3128,80,0,12.2,0.79,2.025
709,31.7736,81,0,12.2,0.79,2.1125
710,32.1012,83,0,12.2,0.79,2.45
711,31.9968,83,0,12.2,0.79,2.775
712,31.59,83,0,12,0.79,2.85
713,32.1156,83,0,12.2,0.79,2.9875
714,32.5368,83,0,12.2,0.79,2.975
715,32.5908,83,0,12.2,0.7952,2.675
716,32.5872,83,0,12.2,0.7952,2.4375
717,32.598,83,0,12.2,0.7952,2.3875
718,32.706,83,0,12.2,0.8005,2.3375
719,33.1488,85,0,12.2,0.8005,2.425
720,33.228,87,0,12.2,0.8005,2.5375
721,33.192,87,0,12.2,0.8005,2.4125
722,32.9076,87,0,12.2,0.8005,2.175
723,32.9436,87,0,12.2,0.8005,2.025
724,32.9076,85,0,12.4,0.7952,2.1125
725,32.9508,85,0,12.4,0.7952,2.175
726,32.9004,84,0,12.4,0.79,2.1125
727,32.5728,83,0,12.4,0.79,2.0625
728,32.454,83,0,12.4,0.79,2.0625
729,31.986,83,0,12.4,0.79,1.9875
730,32.0184,83,0,12.4,0.79,1.875
731,32.382,83,0,12.4,0.7847,1.875
732,32.382,83,0,12.2,0.7847,1.9875
733,32.4648,83,0,12.2,0.7794,2.1
734,32.5764,83,0,12.2,0.7794,2.1625
735,32.634,83,0,12.2,0.7794,2.1625
736,32.6016,83,0,12.2,0.7742,2.1
737,32.6268,83,0,12.2,0.7742,2.1625
738,32.6196,83,0,12.2,0.7742,2.3375
739,32.6376,83,0,12.2,0.7689,2.5
740,32.6412,83,0,12.2,0.7689,2.575
741,32.6772,83,0,12.2,0.7689,2.3125
742,32.7132,83,0,12.2,0.7689,1.95
743,32.6736,83,0,12.2,0.7689,1.8125
744,32.2236,83,0,12.2,0.7689,1.8375
745,32.2992,83,0,12.2,0.7689,2
746,32.3064,83,0,12.2,0.7689,2.2125
747,32.3892,83,0,12.2,0.7689,2.3625
748,32.3748,83,0,12.2,0.7742,2.3625
749,32.3964,83,0,12.2,0.7742,2.2875
750,32.3964,83,0,12,0.7742,2.2125
751,32.3964,83,0,12,0.7794,2.175
752,32.3892,83,0,12,0.7742,2.275
753,32.382,83,0,11.8,0.7742,2.2125
754,32.3316,83,0,12,0.7742,2.075
755,32.2992,83,0,12,0.7742,2.2375
756,32.274,87,0,12,0.7742,2.6625
757,32.3244,91,0,12,0.7742,3.0125
758,32.3964,83,0,12.2,0.7847,2.8625
759,32.4936,83,0,12,0.79,2.7375
760,32.5476,83,0,12,0.79,2.75
761,32.8788,83,0,12,0.79,2.7
762,32.9472,83,0,12,0.8005,3.05
763,34.3836,81,0,12,0.8005,3.975
764,35.6328,80,0,12,0.8005,5.4
765,36.5544,82,0,12,0.8005,6.3625
766,35.8272,78,0,12.2,0.8005,5.7625
767,34.5348,63,0,12.2,0.811,4.8375
768,33.4548,49,0,12.2,0.8163,3.9
769,32.1048,33,0,12.2,0.8216,0
770,31.1364,43,0,12.2,0.8216,0.0125
771,29.5344,40,0,12.2,0.8216,0.025
772,29.52,59,0,12.2,0.8216,0.45
773,30.4452,70,0,12.4,0.8216,1.125
774,33.012,78,0,12.4,0.8216,3.9875
775,34.6608,83,0,12.4,0.8268,4.5625
776,35.5932,88,0,12.4,0.8268,6.7
777,35.4636,91,0,12.2,0.8268,5.6
778,35.5284,91,0,12.4,0.8268,3.6625
779,35.4024,91,0,12.4,0.8268,2.425
780,34.9848,86,0,12.4,0.8268,2.15
781,34.5276,80,0,12.4,0.8268,2.025
782,34.5924,80,0,12.4,0.8216,2.2375
783,34.614,80,0,12.4,0.8216,2.5625
784,34.4772,80,0,12.4,0.8216,2.4625
785,33.894,78,0,12.4,0.8216,2.1625
786,33.786,77,0,12.4,0.8268,2.125
787,33.768,81,0,12.4,0.8268,2.2625
788,33.7392,86,0,12.4,0.8268,2.4125
789,33.7896,87,0,12.4,0.8268,2.5
790,34.0812,87,0,12.4,0.8268,2.5875
791,34.128,87,0,12.4,0.8268,2.625
792,34.2252,89,0,12.4,0.8268,2.6875
793,34.7616,91,0,12.4,0.8268,2.8875
794,34.8408,91,0,12.4,0.8268,2.9
795,35.2692,91,0,12.4,0.8268,2.75
796,35.3916,91,0,12.4,0.8268,2.7
797,35.7624,91,0,12.4,0.8268,2.7
798,35.6724,91,0,12.4,0.8321,2.6875
799,35.6112,91,0,12.4,0.8321,2.425
800,35.3196,91,0,12.2,0.8321,2.15
801,35.2044,91,0,12.2,0.8321,2.0375
802,35.064,91,0,12.2,0.8321,2.1625
803,34.7652,91,0,12.2,0.8374,2.2375
804,34.6716,91,0,12,0.8374,2.225
805,34.6644,91,0,12,0.8374,2.2625
806,34.6968,91,0,12,0.8374,2.35
807,34.6896,91,0,12,0.8321,2.4125
808,34.5996,91,0,12,0.8321,2.325
809,34.5276,89,0,12,0.8374,2.2
810,34.146,87,0,12,0.8374,2.225
811,34.0668,87,0,12,0.8374,2.275
812,34.0524,87,0,12,0.8374,2.3375
813,33.9912,87,0,12,0.8374,2.425
814,33.858,87,0,12,0.8374,2.3875
815,33.5268,87,0,12,0.8374,2.3375
816,33.4476,87,0,12,0.8374,2.3375
817,32.8428,87,0,12,0.8374,2.3625
818,32.7636,85,0,12,0.8374,2.3375
819,32.6412,83,0,12,0.8321,2.2625
820,32.526,83,0,12,0.8321,2.2625
821,32.2344,83,0,12,0.8321,2.3
822,31.7808,83,0,12.2,0.8321,2.225
823,31.7376,83,0,12.2,0.8321,2.1125
824,31.734,83,0,12.2,0.8321,2.125
825,31.4172,83,0,12.4,0.8268,2.3
826,31.0356,82,0,12.4,0.8268,2.2875
827,31.5216,80,0,12.4,0.8268,2.1375
828,31.5648,81,0,12.4,0.8268,2.1625
829,31.9068,83,0,12.4,0.8216,2.3125
830,31.9608,83,0,12.4,0.8216,2.5125
831,32.0616,83,0,12.4,0.8163,2.4375
832,32.1624,83,0,12.4,0.8163,2.325
833,32.1408,83,0,12.4,0.8163,2.25
834,32.1732,83,0,12.4,0.8163,2.2875
835,32.2776,83,0,12.4,0.8163,2.35
836,32.7384,84,0,12.4,0.8163,2.3625
837,32.832,85,0,12.6,0.8163,2.35
838,33.1416,86,0,12.4,0.8163,2.4125
839,33.192,87,0,12.4,0.8163,2.425
840,33.2676,87,0,12.4,0.8163,2.325
841,33.3648,87,0,12.6,0.811,2.175
842,33.4116,87,0,12.6,0.811,2.0125
843,33.5124,87,0,12.4,0.811,1.8875
844,33.5592,87,0,12.4,0.811,1.925
845,33.6132,87,0,12.4,0.811,2.025
846,33.6852,87,0,12.4,0.811,2.0875
847,33.7284,87,0,12.4,0.811,2
848,33.714,87,0,12.6,0.811,2
849,33.6744,87,0,12.6,0.811,1.9125
850,33.6312,87,0,12.6,0.811,1.9375
851,33.5412,87,0,12.6,0.811,2.1
852,33.5052,87,0,12.6,0.811,2.225
853,33.4296,87,0,12.6,0.8058,2.3125
854,33.4152,87,0,12.6,0.8058,2.4625
855,33.4152,87,0,12.6,0.8058,2.55
856,33.444,87,0,12.8,0.8058,2.425
857,33.4728,87,0,12.8,0.8058,2.475
858,33.5412,87,0,12.8,0.8058,2.575
859,33.5664,87,0,12.8,0.8058,2.5875
860,33.5412,87,0,12.8,0.8058,2.3875
861,33.5196,87,0,12.8,0.8058,2.3125
862,33.4944,87,0,12.8,0.8058,2.4125
863,33.4872,87,0,12.8,0.8058,2.4875
864,33.5412,87,0,12.8,0.8058,2.575
865,33.6348,87,0,12.8,0.8058,2.6125
866,33.66,87,0,12.8,0.8058,2.4125
867,33.2604,87,0,12.8,0.8058,2.15
868,33.2064,87,0,12.8,0.8005,1.9625
869,33.1776,87,0,12.8,0.8005,2.1625
870,33.174,87,0,12.8,0.8005,2.55
871,33.2712,87,0,12.8,0.8005,2.8125
872,33.3684,87,0,12.8,0.8005,2.7125
873,33.6492,87,0,12.8,0.8005,2.525
874,33.678,87,0,12.8,0.8005,2.3625
875,33.6888,87,0,12.8,0.8005,2.1
876,33.6816,87,0,12.8,0.8005,2.1125
877,33.5844,87,0,12.8,0.8005,2.3125
878,33.228,87,0,12.8,0.8005,2.325
879,33.2568,87,0,12.6,0.8005,2.175
880,33.1776,87,0,12.6,0.8005,2.025
881,33.1308,87,0,12.6,0.8005,2.1375
882,33.0912,87,0,12.6,0.8005,2.1375
883,32.7276,87,0,12.6,0.8058,2.1625
884,33.0696,87,0,12.6,0.8058,2.4875
885,33.1164,87,0,12.6,0.8058,2.7375
886,33.1668,87,0,12.6,0.8058,2.825
887,33.2748,87,0,12.6,0.8058,2.9125
888,33.6024,87,0,12.6,0.8058,3.0375
889,33.5988,87,0,12.6,0.811,2.675
890,33.282,87,0,12.6,0.811,2.375
891,33.2532,87,0,12.6,0.811,2.275
892,32.8464,85,0,12.6,0.8058,2.2125
893,32.7924,83,0,12.6,0.8005,2.2125
894,32.8896,85,0,12.6,0.7952,2.2375
895,32.8104,85,0,12.6,0.7952,2.15
896,32.2956,83,0,12.6,0.7952,2.225
897,31.9608,83,0,12.6,0.79,2.425
898,31.9788,83,0,12.6,0.79,2.5375
899,31.986,83,0,12.6,0.79,2.6875
900,31.9716,83,0,12.8,0.79,2.75
901,32.1012,83,0,12.8,0.79,2.7375
902,32.1984,83,0,12.8,0.79,2.725
903,32.5548,83,0,12.8,0.79,2.725
904,32.508,83,0,12.8,0.79,2.575
905,32.5008,83,0,12.8,0.79,2.4375
906,32.616,83,0,12.8,0.7952,2.275
907,32.6988,83,0,12.8,0.7952,2.2
908,32.6736,83,0,12.6,0.7952,2.2875
909,32.7168,83,0,12.6,0.7952,2.35
910,32.6592,83,0,12.6,0.7952,2.275
911,32.3424,83,0,12.6,0.7952,2.1875
912,32.2452,83,0,12.6,0.7952,2.2125
913,32.1588,83,0,12.6,0.7952,2.35
914,32.1804,83,0,12.6,0.7952,2.3875
915,32.2236,83,0,12.6,0.7952,2.3375
916,32.1012,83,0,12.6,0.7952,2.25
917,32.0652,83,0,12.6,0.7952,2.15
918,32.04,83,0,12.6,0.7952,2.1125
919,31.9536,83,0,12.6,0.7952,2.175
920,31.8996,83,0,12.8,0.7952,2.1125
921,31.878,83,0,12.8,0.79,2.075
922,31.9104,83,0,13,0.79,2.25
923,31.9428,83,0,13,0.79,2.3875
924,31.9608,83,0,13,0.79,2.375
925,31.9824,83,0,12.8,0.7847,2.325
926,31.9968,83,0,12.8,0.7847,2.55
927,31.9716,83,0,12.6,0.7847,2.75
928,31.9464,83,0,12.6,0.7847,2.6375
929,31.9032,83,0,12.6,0.7847,2.5125
930,31.6224,83,0,12.8,0.7847,2.4625
931,31.7484,83,0,12.6,0.7847,2.45
932,31.8096,83,0,12.6,0.7847,2.4625
933,31.0932,83,0,12.8,0.7847,2.5
934,31.0464,83,0,12.6,0.79,2.5
935,31.752,82,0,12.6,0.79,2.525
936,31.3488,80,0,12.8,0.7847,2.625
937,31.4388,80,0,12.8,0.7847,2.825
938,31.77,83,0,12.8,0.7847,2.975
939,31.8672,83,0,12.8,0.79,2.9
940,32.4504,83,0,12.8,0.79,2.775
941,32.4936,83,0,12.8,0.79,2.7125
942,32.8788,85,0,12.8,0.7847,2.775
943,32.9796,87,0,12.8,0.79,2.8125
944,33.498,87,0,12.8,0.79,2.6
945,33.57,87,0,12.8,0.7847,2.6125
946,33.912,87,0,12.8,0.7847,2.65
947,33.9732,87,0,12.8,0.7847,2.6375
948,34.3116,87,0,12.8,0.7847,2.6875
949,34.2936,87,0,12.8,0.7847,2.5125
950,34.3548,87,0,12.8,0.7847,2.425
951,34.3296,87,0,12.8,0.7847,2.375
952,34.3188,87,0,12.8,0.79,2.225
953,34.218,87,0,12.8,0.79,2.1625
954,34.1568,87,0,13,0.79,2.3875
955,34.0956,87,0,13,0.79,2.625
956,34.0308,87,0,13,0.7847,2.6
957,33.9732,87,0,13,0.7847,2.5125
958,33.9876,87,0,13,0.7794,2.4875
959,34.0164,87,0,13,0.7794,2.575
960,34.0776,87,0,13,0.7742,2.5875
961,34.1352,87,0,13,0.7742,2.525
962,34.1712,87,0,13,0.7794,2.4375
963,34.2,87,0,13,0.7794,2.4875
964,34.2468,87,0,13,0.7847,2.5125
965,34.2864,87,0,13,0.7847,2.375
966,34.3512,87,0,13,0.7847,2.3125
967,34.434,91,0,13,0.79,2.1375
968,34.4808,91,0,13,0.79,2.0125
969,34.506,91,0,13,0.79,2
970,34.5132,91,0,12.8,0.79,2.3
971,34.5492,91,0,12.8,0.79,2.7375
972,34.5636,91,0,13,0.79,2.725
973,34.614,91,0,13,0.79,2.4375
974,34.5996,91,0,13,0.79,2.2125
975,34.6284,91,0,13,0.7952,2.1875
976,34.6032,91,0,13,0.7952,2.2
977,34.5708,91,0,12.8,0.7952,2.225
978,34.4916,88,0,12.8,0.7952,2.0375
979,34.4124,87,0,12.8,0.7952,2.0875
980,34.326,87,0,12.8,0.7952,2.125
981,34.3368,87,0,12.8,0.79,2.1375
982,34.3152,87,0,12.8,0.79,2.1125
983,34.2432,87,0,12.8,0.79,1.9875
984,34.164,87,0,12.8,0.79,1.9375
985,34.1856,87,0,12.8,0.79,2.1375
986,34.5744,87,0,12.8,0.79,2.55
987,34.6788,91,0,12.8,0.79,2.5875
988,34.7364,91,0,12.8,0.79,2.3875
989,34.7976,91,0,12.8,0.7952,2.3875
990,34.9164,91,0,12.8,0.7952,2.4375
991,35.1972,91,0,12.8,0.7952,2.4
992,35.154,91,0,12.8,0.7952,2.3375
993,35.1648,91,0,12.8,0.8005,2.2875
994,35.2188,86,0,12.8,0.8005,2.025
995,35.2764,81,0,12.8,0.8005,2.025
996,35.334,80,0,12.8,0.8005,2.075
997,35.3016,80,0,12.8,0.8058,1.9875
998,35.334,80,0,12.6,0.8058,1.975
999,35.2944,80,0,12.6,0.8058,1.9875
1000,34.9812,80,0,12.6,0.8005,2.1125
1001,34.9956,80,0,12.6,0.8005,2.2375
1002,35.0352,80,0,12.4,0.8005,2.175
1003,34.6068,80,0,12.4,0.8005,2.025
1004,34.4808,80,0,12.4,0.8005,1.8625
1005,34.3728,86,0,12.4,0.8005,1.9875
1006,34.2792,87,0,12.4,0.8005,2.425
1007,34.1532,87,0,12.4,0.8005,2.0875
1008,33.8292,87,0,12.4,0.7952,2.15
1009,33.7536,87,0,12.6,0.7952,2.35
1010,33.8436,87,0,12.6,0.7952,2.3625
1011,33.8292,87,0,12.6,0.79,2.275
1012,33.8652,87,0,12.6,0.79,2.35
1013,33.876,87,0,12.6,0.79,2.4625
1014,33.8076,87,0,12.6,0.79,2.3375
1015,33.264,87,0,12.4,0.79,2.125
1016,33.156,87,0,12.4,0.79,2.1125
1017,32.724,84,0,12.4,0.79,2.125
1018,32.6196,83,0,12.4,0.7952,2.15
1019,32.2992,83,0,12.6,0.7952,2.1875
1020,32.2668,83,0,12.4,0.7952,2.1875
1021,32.1228,83,0,12.4,0.7952,2.1375
1022,31.8312,83,0,12.4,0.7952,2.1625
1023,31.8312,83,0,12.6,0.7952,2.2
1024,31.878,83,0,12.6,0.7952,2.25
1025,31.914,83,0,12.6,0.79,2.3125
1026,31.9968,83,0,12.6,0.79,2.4125
1027,32.1048,83,0,12.6,0.79,2.3625
1028,32.4504,83,0,12.6,0.79,2.4
1029,32.5296,83,0,12.6,0.79,2.45
1030,32.1408,83,0,12.8,0.79,2.4375
1031,32.2704,83,0,12.8,0.79,2.55
1032,32.706,83,0,12.6,0.79,2.5625
1033,32.6916,83,0,12.6,0.79,2.4625
1034,32.7996,83,0,12.8,0.7847,2.2875
1035,32.796,85,0,12.8,0.7847,2.25
1036,32.8104,84,0,12.8,0.7847,2.15
1037,33.1416,86,0,12.8,0.7847,2.4375
1038,33.264,87,0,12.8,0.7847,2.625
1039,33.3216,87,0,12.8,0.79,2.4375
1040,33.4368,87,0,12.8,0.79,2.4125
1041,33.4296,87,0,12.8,0.7952,2.5375
1042,33.4404,87,0,12.8,0.7952,2.625
1043,33.4872,87,0,12.8,0.7952,2.625
1044,33.4872,87,0,12.8,0.7952,2.7375
1045,33.5124,87,0,12.8,0.7952,2.35
1046,33.552,87,0,12.8,0.7952,2.6
1047,33.8616,87,0,12.8,0.7952,2.65
1048,33.8688,87,0,12.8,0.7952,2.5375
1049,33.8796,87,0,12.8,0.7952,2.3125
1050,33.984,87,0,12.8,0.7952,2.4
1051,33.9948,87,0,12.8,0.7952,2.5625
1052,34.0668,87,0,12.8,0.7952,2.525
1053,34.1136,87,0,12.8,0.7952,2.5625
1054,34.1892,87,0,13,0.7952,2.525
1055,34.1748,87,0,13,0.7952,2.5125
1056,34.2396,87,0,13,0.7952,2.4375
1057,34.254,87,0,13,0.8005,2.375
1058,34.2648,87,0,13,0.8005,2.2375
1059,34.2432,87,0,13,0.8005,2.175
1060,34.2144,87,0,13,0.8005,2.2375
1061,34.1748,87,0,13,0.8005,2.075
1062,34.2144,87,0,13,0.8005,2.0125
1063,34.29,87,0,13,0.8005,2.125
1064,34.5816,91,0,13,0.8005,2.375
1065,34.47,91,0,13,0.8005,2.325
1066,34.5816,91,0,13,0.8005,2.125
1067,34.614,91,0,13,0.8005,2.2375
1068,34.9704,91,0,13,0.8005,2.5
1069,34.956,91,0,13,0.8005,2.275
1070,35.4312,91,0,13,0.8005,1.8125
1071,34.8768,91,0,13,0.8005,1.9375
1072,34.8336,91,0,13,0.8005,1.9125
1073,34.722,91,0,13,0.8005,1.9375
1074,34.6032,91,0,13,0.7952,2.3
1075,34.3044,91,0,13,0.7952,2.3625
1076,35.0064,91,0,13,0.7952,2.3125
1077,34.2504,91,0,13,0.79,2.3
1078,34.6212,91,0,13,0.79,2.35
1079,34.6572,91,0,12.8,0.79,2.2875
1080,34.7508,91,0,12.8,0.79,2.1875
1081,34.8156,91,0,12.8,0.79,2.1625
1082,34.7868,91,0,12.8,0.79,2.3
1083,34.38,80,0,12.8,0.79,2.0125
1084,34.9344,77,0,12.6,0.79,1.75
1085,35.4132,80,0,12.6,0.7847,3.675
1086,37.0224,83,0,12.6,0.79,4.5125
1087,37.4328,85,0,12.6,0.79,5.1625
1088,37.494,86,0,12.6,0.79,5.8125
1089,37.53,87,0,12.6,0.79,4.9375
1090,37.4904,87,0,12.6,0.79,4.375
1091,37.4004,87,0,12.6,0.7952,3.5125
1092,37.3716,87,0,12.4,0.7952,3.425
1093,37.3392,87,0,12.4,0.7952,3.3375
1094,37.3212,87,0,12.4,0.7952,3.475
1095,37.314,87,0,12.4,0.7952,3.55
1096,37.278,84,0,12.4,0.8005,3.6
1097,37.1916,83,0,12.4,0.8005,3.175
1098,37.1304,83,0,12.4,0.8058,2.9375
1099,37.0872,83,0,12.4,0.8058,2.5625
1100,37.4832,84,0,12.4,0.811,2.9375
1101,37.5156,87,0,12.4,0.811,3.125
1102,37.5516,87,0,12.4,0.811,3.175
1103,37.62,87,0,12.4,0.811,3.25
1104,37.6596,87,0,12.4,0.811,3.3125
1105,37.6632,87,0,12.4,0.811,3.3125
1106,37.6272,87,0,12.2,0.811,3.025
1107,37.53,87,0,12.2,0.811,2.95
1108,36.9108,83,0,12.2,0.811,2.875
1109,36.7668,83,0,12.2,0.8163,2.5
1110,36.1692,83,0,12.4,0.8163,2.2625
1111,35.6832,82,0,12.4,0.8163,2.1
1112,35.586,81,0,12.4,0.8163,2.0125
1113,34.9992,79,0,12.2,0.8216,1.9
1114,34.4772,64,0,12.2,0.8216,1.7625
1115,33.5556,44,0,12.2,0.8216,1.2125
1116,32.9652,24,0,12.2,0.8216,0.6625
1117,32.4864,4,0,12.2,0.8216,0
1118,31.8924,0,0,12.2,0.8216,0
1119,31.4748,0,0,12,0.8216,0
1120,31.14,0,0,11.8,0.8216,0
1121,30.69,0,0,11.6,0.8216,0
1122,29.9196,0,0,11.6,0.8163,0
1123,29.1636,31,0,11.6,0.8163,0.0125
1124,26.6328,56,0,11.4,0.8163,0
1125,23.0436,47,0,11.4,0.8163,0
1126,18.9756,36,0,11.4,0.811,0
1127,16.2468,25,0,11.4,0.8058,0
1128,13.6908,14,0,11.2,0.8058,0
1129,11.016,2,0,11.2,0.8005,0
1130,10.9152,0,0,11.2,0.8005,0
1131,11.412,6,0,11,0.7952,0.0375
1132,14.688,37,0,11,0.79,1.0375
1133,18.576,47,0,10.8,0.7847,2.2375
1134,21.6288,58,0,10.8,0.7742,2.55
1135,25.6968,73,0,10.6,0.7689,4.5625
1136,27.3852,83,0,10.4,0.7689,4.2625
1137,28.764,87,0,10.2,0.7689,3.625
1138,30.6,86,0,10,0.7689,2.95
1139,31.0464,87,0,9.8,0.7742,2.2875
1140,31.6872,91,0,9.6,0.7794,2.3
1141,32.1192,91,0,9.4,0.7847,2.3875
1142,32.8788,95,0,9.2,0.7847,3.0125
1143,33.516,96,0,9,0.7847,2.7875
1144,33.4764,96,0,9,0.79,2.425
1145,33.5268,87,0,8.8,0.79,2.1
1146,33.4692,87,0,8.6,0.79,1.7625
1147,33.588,87,0,8.6,0.7952,1.8
1148,33.6672,87,0,8.6,0.7952,1.675
1149,33.75,87,0,8.4,0.7952,1.7
1150,34.272,87,0,8.4,0.7952,1.8625
1151,34.416,88,0,8.4,0.7952,2.0125
1152,34.83,91,0,8.2,0.7952,2.0875
1153,34.938,91,0,8.2,0.79,2.25
1154,34.9884,91,0,8,0.79,2.175
1155,35.2836,91,0,8,0.7847,2.1875
1156,35.1828,91,0,8,0.7847,2.2125
1157,35.028,91,0,7.8,0.7847,2.2625
1158,34.3008,91,0,7.8,0.7847,2.3125
1159,33.6672,87,0,8,0.7847,2.375
1160,33.0948,87,0,8,0.7847,2.425
1161,32.1948,84,0,8.2,0.7847,2.3375
1162,31.32,87,0,8.2,0.79,2.425
1163,30.456,90,0,8.2,0.79,2.6875
1164,30.0168,88,0,8.4,0.79,2.7
1165,29.2176,87,0,8.6,0.79,2.9625
1166,28.6848,83,0,8.6,0.79,3.025
1167,28.782,83,0,8.8,0.79,2.7625
1168,28.836,83,0,9,0.79,2.575
1169,29.7756,84,0,9,0.79,2.725
1170,29.9052,87,0,9,0.79,2.7125
1171,30.0096,87,0,9,0.79,2.375
1172,30.0276,87,0,9,0.7952,2.2875
1173,29.9196,87,0,9.2,0.7952,2.225
